1,0,0,10,0,0
2,0,12,10,4,4
3,0,8,10,4,4
4,0,6,10,4,4
5,0,4.8,10,4,4
6,0,4,10,4,4
7,1,4.28571,10,5,5
8,1,3.75,10,5,5
9,1,3.33333,10,5,5
10,1,3,10,5,5
11,1,2.72727,10,5,5
12,1,2.5,10,5,5
13,2,2.76923,10,6,6
14,2,2.57143,10,6,6
15,2,4,10,10,10
16,2,3.75,10,10,10
17,2,4.94118,10,14,14
18,2,4.66667,10,14,14
19,2,4.42105,10,14,14
20,2,4.2,10,14,14
21,2,4.28571,10,15,15
22,2,4.09091,10,15,15
23,2,3.91304,10,15,15
24,2,3.75,10,15,15
25,2,3.6,10,15,15
26,2,3.46154,10,15,15
27,2,3.33333,10,15,15
28,2,4.07143,10,19,19
29,2,3.93103,10,19,19
30,2,3.8,10,19,19
31,2,3.67742,10,19,19
32,2,3.75,10,20,20
33,2,3.81818,10,21,21
34,2,3.70588,10,21,21
35,2,3.6,10,21,21
36,2,4.16667,10,25,25
37,2,4.05405,10,25,25
38,2,3.94737,10,25,25
39,2,3.84615,10,25,25
40,2,3.75,10,25,25
41,2,4.2439,10,29,29
42,2,4.14286,10,29,29
43,6,4.60465,10,33,33
44,6,4.5,10,33,33
45,6,4.4,10,33,33
46,6,4.30435,10,33,33
47,6,4.21277,10,33,33
48,6,4.125,10,33,33
49,6,4.04082,10,33,33
50,6,3.96,10,33,33
51,6,4,10,34,34
52,6,3.92308,10,34,34
53,6,3.84906,10,34,34
54,6,3.77778,10,34,34
55,6,3.92727,10,36,36
56,6,3.85714,10,36,36
57,6,3.78947,10,36,36
58,6,3.72414,9,0,36
59,6,3.66102,9,0,36
60,6,3.7,9,1,37
61,6,3.63934,9,1,37
62,6,3.58065,9,1,37
63,6,3.52381,9,1,37
64,6,3.46875,9,1,37
65,6,3.50769,9,2,38
66,6,3.45455,9,2,38
67,6,3.76119,9,6,42
68,6,3.70588,8,0,42
69,6,3.65217,8,0,42
70,6,3.6,8,0,42
71,6,3.5493,7,0,42
72,6,3.5,7,0,42
73,6,3.45205,7,0,42
74,6,3.40541,7,0,42
75,6,3.36,7,0,42
76,6,3.47368,7,2,44
77,6,3.42857,6,0,44
78,6,3.38462,6,0,44
79,6,3.34177,6,0,44
80,6,3.3,6,0,44
81,6,3.25926,6,0,44
82,6,3.21951,6,0,44
83,6,3.18072,6,0,44
84,6,3.14286,6,0,44
85,6,3.10588,6,0,44
86,6,3.06977,6,0,44
87,6,3.03448,6,0,44
88,6,3.06818,6,1,45
89,6,3.03371,6,1,45
90,6,3,6,1,45
91,6,2.96703,6,1,45
92,6,2.93478,6,1,45
93,6,2.90323,6,1,45
94,6,2.93617,6,2,46
95,6,2.90526,6,2,46
96,6,2.875,6,2,46
97,6,2.84536,6,2,46
98,6,3.18367,6,8,52
99,6,3.15152,6,8,52
100,6,3.36,6,12,56
101,6,3.32673,6,12,56
102,6,3.35294,6,13,57
103,6,3.37864,6,14,58
104,6,3.34615,6,14,58
105,6,3.54286,6,18,62
106,6,3.50943,6,18,62
107,6,3.53271,6,19,63
108,6,3.5,5,0,63
109,6,3.46789,5,0,63
110,6,3.43636,5,0,63
111,6,3.40541,5,0,63
112,6,3.375,5,0,63
113,6,3.39823,5,1,64
114,6,3.36842,5,1,64
115,6,3.3913,5,2,65
116,6,3.36207,5,2,65
117,6,3.33333,5,2,65
118,6,3.30508,5,2,65
119,6,3.32773,5,3,66
120,6,3.3,5,3,66
121,6,3.27273,5,3,66
122,7,3.29508,5,4,67
123,7,3.31707,5,5,68
124,7,3.29032,5,5,68
125,7,3.264,5,5,68
126,7,3.2381,5,5,68
127,7,3.2126,5,5,68
128,7,3.1875,5,5,68
129,7,3.16279,5,5,68
130,7,3.18462,5,6,69
131,7,3.16031,5,6,69
132,7,3.13636,5,6,69
133,7,3.15789,5,7,70
134,7,3.13433,5,7,70
135,7,3.2,5,9,72
136,7,3.17647,5,9,72
137,8,3.19708,5,10,73
138,8,3.17391,5,10,73
139,8,3.19424,5,11,74
140,8,3.17143,5,11,74
141,8,3.14894,5,11,74
142,8,3.16901,5,12,75
143,8,3.14685,5,12,75
144,8,3.125,5,12,75
145,8,3.26897,5,16,79
146,8,3.41096,5,20,83
147,8,3.55102,5,24,87
148,8,3.52703,5,24,87
149,8,3.50336,5,24,87
150,8,3.48,5,24,87
151,8,3.45695,5,24,87
152,8,3.43421,5,24,87
153,8,3.41176,5,24,87
154,8,3.38961,5,24,87
155,8,3.36774,5,24,87
156,8,3.34615,5,24,87
157,8,3.40127,5,26,89
158,8,3.53165,5,30,93
