1,0,0,10,0,0
2,0,12,10,4,4
3,0,8,10,4,4
4,0,12,10,8,8
5,0,9.6,10,8,8
6,0,8,10,8,8
7,0,6.85714,10,8,8
8,0,6,10,8,8
9,0,5.33333,10,8,8
10,0,7.2,10,12,12
11,0,8.72727,10,16,16
12,0,10,10,20,20
13,0,9.23077,10,20,20
14,0,8.57143,10,20,20
15,0,8.4,10,21,21
16,0,8.25,10,22,22
17,0,7.76471,10,22,22
18,0,7.33333,10,22,22
19,0,6.94737,10,22,22
20,0,6.6,10,22,22
21,0,7.42857,10,26,26
22,0,8.18182,10,30,30
23,0,7.82609,9,0,30
24,0,8,9,2,32
25,0,8.64,9,6,36
26,0,8.30769,9,6,36
27,0,8.22222,9,7,37
28,0,7.92857,9,7,37
29,0,7.65517,9,7,37
30,0,7.4,9,7,37
31,1,7.35484,9,8,38
32,1,7.3125,9,9,39
33,1,7.09091,9,9,39
34,1,7.05882,9,10,40
35,1,6.85714,9,10,40
36,1,7.33333,9,14,44
37,1,7.13514,9,14,44
38,1,6.94737,9,14,44
39,1,6.76923,9,14,44
40,2,6.75,9,15,45
41,2,6.58537,9,15,45
42,2,6.42857,9,15,45
43,2,6.27907,9,15,45
44,2,6.13636,9,15,45
45,2,6,9,15,45
46,2,5.86957,9,15,45
47,2,5.87234,9,16,46
48,2,5.75,9,16,46
49,2,6.12245,9,20,50
50,2,6.48,9,24,54
51,2,6.35294,9,24,54
52,2,6.23077,9,24,54
53,2,6.11321,9,24,54
54,2,6,9,24,54
55,2,6,9,25,55
56,2,5.89286,9,25,55
57,2,5.78947,9,25,55
58,2,6.10345,9,29,59
59,2,6.10169,9,30,60
60,2,6,9,30,60
61,2,5.90164,9,30,60
62,2,6.09677,9,33,63
63,2,6,9,33,63
64,2,5.90625,9,33,63
65,2,5.90769,9,34,64
66,2,5.81818,9,34,64
67,2,5.8209,9,35,65
68,2,5.73529,9,35,65
69,2,5.73913,9,36,66
70,2,5.74286,9,37,67
71,2,5.66197,9,37,67
72,2,5.66667,9,38,68
73,2,5.67123,9,39,69
74,2,5.75676,9,41,71
75,2,5.68,9,41,71
76,3,5.68421,9,42,72
77,3,5.61039,9,42,72
78,3,5.53846,9,42,72
79,3,5.46835,9,42,72
80,3,5.4,9,42,72
81,3,5.33333,9,42,72
82,3,5.4878,9,45,75
83,3,5.42169,9,45,75
84,3,5.35714,9,45,75
85,3,5.57647,9,49,79
86,3,5.5814,9,50,80
87,3,5.51724,9,50,80
88,3,5.45455,9,50,80
89,3,5.79775,9,56,86
90,3,6,9,60,90
91,3,6.1978,9,64,94
92,3,6.3913,9,68,98
93,3,6.3871,9,69,99
94,3,6.38298,9,70,100
95,3,6.44211,9,72,102
96,3,6.375,9,72,102
97,3,6.30928,9,72,102
98,3,6.30612,9,73,103
99,3,6.24242,9,73,103
100,3,6.24,9,74,104
101,3,6.23762,9,75,105
102,3,6.17647,9,75,105
103,3,6.1165,9,75,105
104,3,6.11538,9,76,106
105,3,6.05714,9,76,106
106,3,6.0566,9,77,107
107,3,6.16822,9,80,110
108,3,6.16667,9,81,111
109,3,6.16514,9,82,112
110,3,6.16364,9,83,113
111,3,6.16216,9,84,114
112,3,6.10714,9,84,114
113,3,6.0531,9,84,114
114,3,6.05263,9,85,115
115,3,6,9,85,115
116,3,6,9,86,116
117,3,6.05128,9,88,118
118,3,6.05085,9,89,119
119,3,6,9,89,119
120,3,6,9,90,120
121,3,5.95041,9,90,120
122,3,6.09836,9,94,124
123,3,6.09756,9,95,125
124,3,6.09677,9,96,126
125,3,6.048,9,96,126
126,3,6,9,96,126
127,3,6,9,97,127
128,3,6,9,98,128
129,3,6,9,99,129
130,3,5.95385,9,99,129
131,3,5.9542,9,100,130
132,3,6.09091,9,104,134
133,3,6.04511,9,104,134
134,3,6.08955,9,106,136
135,3,6.13333,9,108,138
136,3,6.26471,9,112,142
137,3,6.21898,9,112,142
138,3,6.21739,9,113,143
139,3,6.17266,9,113,143
140,3,6.17143,9,114,144
141,3,6.12766,9,114,144
142,3,6.12676,9,115,145
143,3,6.25175,9,119,149
144,3,6.20833,9,119,149
145,3,6.2069,9,120,150
146,3,6.16438,9,120,150
147,3,6.12245,9,120,150
148,3,6.16216,9,122,152
149,4,6.16107,9,123,153
150,4,6.12,9,123,153
151,5,6.11921,9,124,154
152,5,6.15789,9,126,156
153,6,6.15686,9,127,157
154,6,6.27273,9,131,161
155,7,6.27097,9,132,162
156,7,6.23077,9,132,162
157,7,6.2293,9,133,163
158,8,6.22785,9,134,164
159,8,6.22642,9,135,165
160,8,6.1875,9,135,165
161,8,6.2236,9,137,167
162,8,6.18519,8,0,167
163,8,6.14724,8,0,167
164,8,6.2561,8,4,171
165,8,6.21818,8,4,171
166,8,6.21687,8,5,172
167,8,6.21557,8,6,173
168,8,6.17857,8,6,173
169,9,6.17751,8,7,174
170,9,6.17647,8,8,175
171,9,6.17544,8,9,176
172,9,6.13953,8,9,176
173,9,6.31214,8,15,182
174,9,6.31034,8,16,183
175,10,6.30857,8,17,184
176,10,6.27273,8,17,184
177,10,6.23729,8,17,184
178,10,6.20225,8,17,184
179,10,6.1676,8,17,184
180,10,6.13333,8,17,184
181,10,6.1326,8,18,185
182,10,6.0989,8,18,185
183,10,6.09836,8,19,186
184,10,6.06522,8,19,186
185,10,6.06486,8,20,187
186,10,6.03226,8,20,187
187,10,6.03209,8,21,188
188,10,6,8,21,188
189,12,6.03175,8,23,190
190,12,6.12632,8,27,194
191,12,6.09424,8,27,194
192,12,6.09375,8,28,195
193,12,6.06218,8,28,195
194,12,6.06186,8,29,196
195,12,6.03077,8,29,196
196,12,6.03061,8,30,197
197,12,6.03046,8,31,198
198,12,6.0303,8,32,199
199,12,6,8,32,199
200,12,6,8,33,200
201,12,5.97015,8,33,200
202,12,5.94059,8,33,200
203,12,5.94089,8,34,201
204,12,5.94118,8,35,202
205,12,5.9122,8,35,202
206,12,5.8835,8,35,202
207,12,5.85507,8,35,202
208,12,5.82692,8,35,202
209,12,5.79904,8,35,202
210,12,5.77143,8,35,202
211,12,5.74408,8,35,202
212,12,5.71698,8,35,202
213,12,5.69014,8,35,202
214,12,5.7757,8,39,206
215,12,5.74884,8,39,206
216,12,5.72222,8,39,206
217,12,5.69585,8,39,206
218,13,5.69725,8,40,207
219,13,5.78082,8,44,211
